feature,importance,std,family
prosody_intensity_min,-0.0005704365079365198,0.0013316858887558443,prosody
mfcc_12_max,-0.0005952380952380931,0.0005154913117764497,mfcc
spectral_rolloff95_kurt,-0.0005952380952380931,0.0006654964218749351,spectral
spectral_band_6000_8000_mean,-0.0005952380952380931,0.00042089689356341963,spectral
spectral_rolloff85_skew,-0.0006696428571428548,0.0010065289626836782,spectral
mfcc_10_std,-0.0006696428571428548,0.0006778596413053769,mfcc
spectral_band_5000_6000_std,-0.0006696428571428548,0.0004646575891665458,spectral
spectral_hf_ratio_4000_std,-0.0006696428571428548,0.0005518004826708063,spectral
mfcc_19_mean,-0.00071924603174605,0.001211729513919276,mfcc
mfcc_04_max,-0.0007440476190476164,0.0011430276410518722,mfcc
mfcc_d1_15_std,-0.000818452380952378,0.0008897515433855175,mfcc
prosody_f4_median,-0.000818452380952378,0.0012248569667525498,prosody
mfcc_d2_02_std,-0.0009176587301587477,0.001287534459565211,mfcc
chroma_05_std,-0.0009300595238095205,0.0006836201117230988,chroma
mfcc_12_min,-0.0009672619047619013,0.0004142681817581847,mfcc
chroma_06_mean,-0.0009920634920634885,0.000493545355707647,chroma
prosody_f5_mean,-0.001041666666666663,0.0007136654052548664,prosody
mfcc_04_iqr,-0.00104166666666667,0.00172829874902623,mfcc
mfcc_13_iqr,-0.0011904761904761862,0.0005952380952380931,mfcc
prosody_f3_std,-0.0011904761904761862,0.0007290148043997528,prosody
chroma_09_mean,-0.0011904761904761862,0.000905172995580089,chroma
mfcc_01_std,-0.0012648809523809479,0.0008116601275770592,mfcc
mfcc_13_mean,-0.0013020833333333287,0.0008096683205806235,mfcc
mfcc_00_skew,-0.0014136904761904712,0.0007534949172104791,mfcc
prosody_intensity_kurt,-0.001413690476190485,0.0011598554514970236,prosody
mfcc_02_kurt,-0.0014632936507936456,0.0011902178125696215,mfcc
chroma_02_mean,-0.0014880952380952328,0.0013959570713760157,chroma
mfcc_13_max,-0.0014880952380952328,0.0015175653314264187,mfcc
spectral_zcr_iqr,-0.0015376984126984072,0.0012519275262027696,spectral
mfcc_d2_01_mean,-0.001698908730158731,0.0013651578591254395,mfcc
prosody_f3_mean,-0.001736111111111105,0.0006014065304058581,prosody
spectral_contrast_6_std,-0.002108134920634913,0.0008730017810911695,spectral
chroma_01_mean,-0.002678571428571419,0.001113588507968431,chroma
spectral_band_500_1000_mean,-0.0027529761904761807,0.0010704981078822997,spectral
spectral_contrast_1_mean,-0.003373015873015861,0.0017877798899742098,spectral
mfcc_d1_02_std,-0.003683035714285722,0.003422776300447765,mfcc
