model,train_condition,test_condition,accuracy,balanced_accuracy,macro_f1,weighted_f1,cohen_kappa,log_loss,top2_accuracy
lda,ref,mp4_aac64,0.5115853658536585,0.5067460317460317,0.5025640518557439,0.5048500097301395,0.4123152356751727,1.5320458764829095,0.7341463414634146
lda,ref,roundtrip_wav,0.5067073170731707,0.5016865079365079,0.498496015485474,0.5010070603634743,0.40641385851572154,1.5372959128491288,0.7365853658536585
gaussian_nb,ref,ref,0.424390243902439,0.4295634920634921,0.3791044591496234,0.37758845217801235,0.3115372300686612,17.065983249053183,0.6207317073170732
gaussian_nb,ref,mp3_64,0.2841463414634146,0.27738095238095234,0.1795431891630673,0.18392229133777627,0.1367647058823529,24.079085945137496,0.4371951219512195
gaussian_nb,ref,mp4_aac64,0.43109756097560975,0.437202380952381,0.3928404130935905,0.39121188590428413,0.31980155766563534,16.753280774004434,0.6432926829268293
gaussian_nb,ref,roundtrip_wav,0.4268292682926829,0.43303571428571425,0.389062434343102,0.38743466188872955,0.3147713533888059,16.81125446829953,0.6420731707317073
knn,ref,ref,0.4774390243902439,0.4790674603174603,0.46561334282890354,0.46504766899182176,0.37318039103753375,2.824246040623202,0.7054878048780487
knn,ref,mp3_64,0.3676829268292683,0.36160714285714285,0.3272859179214613,0.3309073318458904,0.23834688832359996,3.2744765304598413,0.5926829268292683
knn,ref,mp4_aac64,0.4676829268292683,0.467063492063492,0.456223181993503,0.4566006147067971,0.36085069909465883,2.5721697155759435,0.677439024390244
knn,ref,roundtrip_wav,0.4579268292682927,0.45714285714285713,0.44599239492929543,0.44650440456171736,0.349125,2.6186611726513287,0.6743902439024391
decision_tree,ref,ref,0.3896341463414634,0.3904761904761905,0.3821705981290457,0.38260681480815134,0.2681704707560628,8.992130732689109,0.5719512195121951
decision_tree,ref,mp3_64,0.38170731707317074,0.3818452380952381,0.3716609768257008,0.3721824034342373,0.2582826354569946,9.091027258666951,0.5542682926829269
decision_tree,ref,mp4_aac64,0.3652439024390244,0.3671626984126984,0.3544340792709977,0.3544657564841598,0.23955029754480983,8.98924116898111,0.5585365853658537
decision_tree,ref,roundtrip_wav,0.36890243902439024,0.37093253968253975,0.35774113369567195,0.3576924790639235,0.24393329294800992,8.938957772175442,0.5615853658536586
random_forest,ref,ref,0.5323170731707317,0.5349206349206349,0.5170767342459401,0.51595491561806,0.4391174844382614,1.2731187905518304,0.7420731707317073
random_forest,ref,mp3_64,0.5298780487804878,0.5323412698412698,0.5150288016446912,0.5139606375528114,0.43616224315068486,1.2848354380132103,0.7420731707317073
