feature,importance,kind,family
mfcc_d1_00_mean,0.0017938072560355067,impurity/gain,mfcc
spectral_slope_median,0.0017841631779447198,impurity/gain,spectral
spectral_slope_iqr,0.001783577841706574,impurity/gain,spectral
mfcc_01_kurt,0.0017745044315233827,impurity/gain,mfcc
mfcc_00_min,0.001765361288562417,impurity/gain,mfcc
spectral_rolloff95_kurt,0.001763026462867856,impurity/gain,spectral
mfcc_10_std,0.001761729596182704,impurity/gain,mfcc
mfcc_15_iqr,0.0017580249113962054,impurity/gain,mfcc
mfcc_04_iqr,0.0017580040730535984,impurity/gain,mfcc
mfcc_06_mean,0.0017563257133588195,impurity/gain,mfcc
spectral_centroid_max,0.0017539805267006159,impurity/gain,spectral
prosody_f3_mean,0.0017526403535157442,impurity/gain,prosody
prosody_f5_std,0.0017522930866107345,impurity/gain,prosody
mfcc_d2_10_std,0.001747575937770307,impurity/gain,mfcc
mfcc_01_min,0.0017444943077862263,impurity/gain,mfcc
mfcc_d1_10_std,0.0017442185198888183,impurity/gain,mfcc
mfcc_13_median,0.0017424101242795587,impurity/gain,mfcc
spectral_centroid_skew,0.001739327795803547,impurity/gain,spectral
mfcc_19_median,0.0017368519911542535,impurity/gain,mfcc
mfcc_01_median,0.0017354043666273355,impurity/gain,mfcc
spectral_contrast_4_std,0.0017318306490778923,impurity/gain,spectral
mfcc_04_max,0.0017314469441771507,impurity/gain,mfcc
mfcc_19_min,0.0017305049113929272,impurity/gain,mfcc
mfcc_d1_04_mean,0.001726179732941091,impurity/gain,mfcc
mfcc_11_median,0.001725229900330305,impurity/gain,mfcc
spectral_slope_min,0.001720319502055645,impurity/gain,spectral
mfcc_05_skew,0.0017153328517451882,impurity/gain,mfcc
mfcc_16_std,0.0017142054857686162,impurity/gain,mfcc
spectral_contrast_6_mean,0.001709886360913515,impurity/gain,spectral
peak_amplitude,0.001709632109850645,impurity/gain,other
chroma_07_mean,0.0017091005574911833,impurity/gain,chroma
mfcc_01_max,0.0017037909710779786,impurity/gain,mfcc
mfcc_09_iqr,0.0016962001100182533,impurity/gain,mfcc
mfcc_19_mean,0.0016950658755376935,impurity/gain,mfcc
chroma_04_mean,0.0016948252450674772,impurity/gain,chroma
prosody_f3_std,0.0016939648194238544,impurity/gain,prosody
mfcc_01_skew,0.001693739672191441,impurity/gain,mfcc
mfcc_11_min,0.0016877593006938696,impurity/gain,mfcc
prosody_f4_std,0.0016813306137919426,impurity/gain,prosody
mfcc_06_max,0.0016797997523099184,impurity/gain,mfcc
mfcc_02_max,0.0016796427080407739,impurity/gain,mfcc
mfcc_d1_05_mean,0.0016776416450738907,impurity/gain,mfcc
prosody_intensity_max,0.0016757168341428041,impurity/gain,prosody
prosody_f2_bw_median,0.0016745153116062284,impurity/gain,prosody
prosody_f1_std,0.0016714648809283972,impurity/gain,prosody
mfcc_06_median,0.001671148813329637,impurity/gain,mfcc
mfcc_00_skew,0.0016654538922011852,impurity/gain,mfcc
mfcc_d1_18_std,0.001661419402807951,impurity/gain,mfcc
mfcc_d2_04_mean,0.0016594290500506759,impurity/gain,mfcc
mfcc_06_min,0.0016592153115198016,impurity/gain,mfcc
prosody_shimmer_local,0.0016584538388997316,impurity/gain,prosody
chroma_06_std,0.0016583368415012956,impurity/gain,chroma
prosody_shimmer_localdb,0.0016450139228254557,impurity/gain,prosody
mfcc_d2_17_std,0.0016411076067015529,impurity/gain,mfcc
mfcc_05_median,0.0016408934025093913,impurity/gain,mfcc
spectral_flatness_min,0.001635800232179463,impurity/gain,spectral
mfcc_18_max,0.001631593913771212,impurity/gain,mfcc
mfcc_d2_12_mean,0.0016287339385598898,impurity/gain,mfcc
spectral_entropy_min,0.0016261081909760833,impurity/gain,spectral
spectral_zcr_min,0.0016223413404077291,impurity/gain,spectral
chroma_05_mean,0.0016190055757761002,impurity/gain,chroma
spectral_centroid_min,0.0016186314169317484,impurity/gain,spectral
mfcc_d1_16_mean,0.0016153096221387386,impurity/gain,mfcc
mfcc_d2_19_std,0.0016150339506566525,impurity/gain,mfcc
mfcc_06_skew,0.001610147999599576,impurity/gain,mfcc
mfcc_16_median,0.001608403166756034,impurity/gain,mfcc
spectral_rms_min,0.001601858763024211,impurity/gain,spectral
mfcc_13_skew,0.001601375755853951,impurity/gain,mfcc
mfcc_04_skew,0.0016013572458177805,impurity/gain,mfcc
mfcc_08_skew,0.0016012119594961405,impurity/gain,mfcc
spectral_centroid_kurt,0.0016002956544980407,impurity/gain,spectral
spectral_slope_skew,0.001597188995219767,impurity/gain,spectral
prosody_jitter_local,0.0015963418409228325,impurity/gain,prosody
spectral_flux_skew,0.001596215646713972,impurity/gain,spectral
spectral_rolloff95_median,0.001594675937667489,impurity/gain,spectral
chroma_04_std,0.0015946580097079277,impurity/gain,chroma
