pair,rho_used,p_used,rho_all,n_used,top25_overlap
seed,0.9407371371648041,3.601970664138586e-107,0.9491427250688025,226,23
seed,0.9489356420266258,1.0033379334521084e-117,0.9371653077199126,233,23
seed,0.9380516056421121,1.829534734793497e-106,0.9360103026918737,229,22
seed,0.9520044361584407,3.2764149969447604e-119,0.9434568795586855,230,24
seed,0.9524051176001914,1.3934804272557053e-118,0.9470303707399086,228,22
seed,0.9511862681539494,7.353311744023621e-117,0.9486514448177006,227,23
seed,0.9370018140296469,4.0430965990870337e-106,0.9404505310586088,230,24
seed,0.9296464080786911,1.0467765000058426e-101,0.9339121647852919,232,24
seed,0.932688907062042,3.611975856797735e-105,0.9264364117400457,235,23
seed,0.9424024638942275,1.8109340196698125e-109,0.9413928781836629,228,23
seed,0.9585522163474924,7.417233496353016e-127,0.9453804240031506,231,24
seed,0.93724576971827,3.8604203053141474e-108,0.9324850236473085,234,23
seed,0.9641903817197184,2.963523213599963e-132,0.9559224729438142,228,24
seed,0.9527411720123264,5.384141992455924e-121,0.942551939851343,232,24
seed,0.9556646170102601,4.7766556056049754e-123,0.94355828165546,230,23
seed,0.9415762172967291,1.2443796682034688e-111,0.9325650097391103,234,23
seed,0.9554855398360734,8.637662250746085e-122,0.9440651177731437,228,22
seed,0.9431215942102166,5.524008745314493e-112,0.9323126830757169,232,23
seed,0.9333941985012544,4.0848082824369245e-102,0.9346544648836451,227,23
seed,0.9444254684934241,3.323897397689319e-110,0.9503172416459339,226,23
seed,0.9475672879192415,5.86299990566531e-113,0.946047601502958,226,23
seed,0.9618211738891939,4.842440373385248e-128,0.9532303777453447,226,23
seed,0.9453977238619776,4.864447875557675e-111,0.9505266178184117,226,23
seed,0.9581031773189451,3.039192704133854e-125,0.9479342047634152,229,23
seed,0.9392916798105096,7.94436966346994e-109,0.933360451020371,232,23
seed,0.9441739184765472,5.434237442982262e-110,0.9442824232373888,226,22
seed,0.916462581273823,4.57873637144808e-93,0.9284803012196213,231,23
seed,0.9369158371860832,1.6392552649679447e-106,0.937301102443899,231,23
seed,0.9407583955691083,3.96539526316997e-108,0.9450546227828143,228,23
seed,0.9216258312174399,2.4181931158401744e-97,0.9229247554631292,234,23
seed,0.9646871259503778,3.4635488194986174e-131,0.9579492541530842,225,24
seed,0.9358675061821927,4.4247319642270304e-107,0.9296112129461762,234,24
seed,0.9525550875412852,3.512587815711771e-117,0.9468469645675549,225,24
seed,0.9689346356060653,1.6636777123402328e-138,0.9512697655701527,227,24
seed,0.9232216830959292,6.375028728837201e-98,0.9276084774369405,233,24
seed,0.9572866085843709,2.5943676220673588e-124,0.9469094531054452,229,24
seed,0.9465578146597581,5.207918871483158e-115,0.9373140318288314,232,23
seed,0.9514928942455818,3.0829660526539155e-120,0.9362084475055914,233,24
seed,0.9246341473282486,6.433330871252242e-101,0.9162769338070269,238,22
seed,0.9441099994828032,8.430502503956601e-114,0.9335177123262489,234,23
seed,0.9309793431414267,3.4432099925517106e-102,0.9292573665996787,231,24
seed,0.9317143120733128,5.0209255165988115e-104,0.9298156898454845,234,24
seed,0.9343331357496409,6.2770047353606785e-106,0.9320972123044861,234,25
seed,0.9475735606346881,1.9067177499104808e-115,0.9432592257995535,231,24
seed,0.9326589802483186,6.377510594500101e-107,0.9179197953998572,239,24
seed,0.9459478660602545,5.470261876579154e-113,0.9447896661494835,229,24
seed,0.924869569829631,3.1324735340806306e-100,0.9229892969988797,236,24
seed,0.9615608956808346,5.756016404968034e-130,0.9422064107004958,230,23
seed,0.9188710751423433,1.9567397814747336e-92,0.9362931486523184,226,23
seed,0.9548203032584537,1.7052353723638465e-119,0.9472972739085473,225,24
seed,0.9263290193122785,4.587274040133793e-99,0.9237718489645129,231,24
seed,0.964948930988854,5.854075493490188e-131,0.9561015982441756,224,23
seed,0.949023502029815,8.5393370954308e-115,0.9471211869194917,227,23
