condition,path,depth,feature,family,threshold,entropy_bits,information_gain_bits,n_samples,w_samples
roundtrip_wav,RLLR,4,spectral_band_500_1000_mean,spectral,0.17274313420057297,1.8384647569903259,0.26810357483497727,56,54.63007159904539
roundtrip_wav,RLR,3,spectral_band_0_500_mean,spectral,0.713551938533783,2.091716955871357,0.0727547512923874,648,633.4987329201249
roundtrip_wav,RLRL,4,prosody_f0_median,prosody,270.2046813964844,2.0177998262735124,0.1035608165021209,299,291.689057407549
roundtrip_wav,RLRLL,5,mfcc_d1_06_mean,mfcc,-0.01580907590687275,1.9832623584899451,0.12104927450540637,203,198.03750609490027
roundtrip_wav,RLRLR,5,prosody_intensity_mean,prosody,56.68975639343262,1.7682808099236602,0.23973539536328525,96,93.65155131264909
roundtrip_wav,RLRR,4,prosody_f0_slope_abs_mean,prosody,704.7769165039062,2.019954139730528,0.10264984239798369,349,341.8096755125691
roundtrip_wav,RLRRL,5,mfcc_00_iqr,mfcc,117.39043426513672,2.134372242898954,0.14896566259747013,218,214.01199841827628
roundtrip_wav,RLRRR,5,spectral_centroid_skew,spectral,2.6967039108276367,1.5537989044376344,0.18585772683705026,131,127.79767709429323
roundtrip_wav,RR,2,prosody_intensity_std,prosody,11.249659538269043,1.6245243813132706,0.08842523866280372,956,935.7797566582233
roundtrip_wav,RRL,3,spectral_contrast_2_mean,spectral,12.282618999481201,1.8881937873351233,0.10509078696611818,461,452.8877796862334
roundtrip_wav,RRLL,4,spectral_hf_ratio_4000_std,spectral,0.04428127966821194,2.1002630130712197,0.16077793233514637,128,127.19585405527906
roundtrip_wav,RRLLR,5,mfcc_05_median,mfcc,2.7780460119247437,2.0132591831946054,0.22914508217918828,96,94.98133358221884
roundtrip_wav,RRLR,4,spectral_band_0_500_std,spectral,0.30057480931282043,1.659239202979219,0.10058020914497945,333,325.69192563095464
roundtrip_wav,RRLRL,5,chroma_03_std,chroma,0.28317442536354065,2.1110251036554506,0.22122974851825905,75,74.00221596209063
roundtrip_wav,RRLRR,5,mfcc_12_std,mfcc,5.6257710456848145,1.3962514158569415,0.10119898058557791,258,251.6897096688643
roundtrip_wav,RRR,3,mfcc_03_max,mfcc,42.94802665710449,1.2058816831049177,0.08458253424461931,495,482.8919769719659
roundtrip_wav,RRRL,4,spectral_band_0_500_mean,spectral,0.6867666244506836,1.5345398242284507,0.13607385572738598,210,204.86276849641948
roundtrip_wav,RRRLL,5,mfcc_d1_10_std,mfcc,1.1147356033325195,1.3948527595664963,0.1334844680427297,178,173.64558472553657
roundtrip_wav,RRRR,4,spectral_band_3000_4000_mean,spectral,0.014385387301445007,0.8168072960962173,0.10415800199413239,285,278.0292084755468
roundtrip_wav,RRRRL,5,spectral_band_0_500_std,spectral,0.32388824224472046,0.9948243847691662,0.10547271355799859,126,122.91766109785182
roundtrip_wav,RRRRR,5,mfcc_d1_00_std,mfcc,7.560168743133545,0.48904052511458856,0.09761862182860068,159,155.1115473776953
