,shift_sd
prosody_f5_std,0.0022358120338366694
mfcc_13_median,0.001975008779462787
prosody_jitter_ppq5,0.0018482979391502008
mfcc_11_max,0.0016979697454393796
mfcc_14_max,0.0015219170409729217
mfcc_06_median,0.0014790235907830903
chroma_00_mean,0.0014589056625265526
mfcc_03_skew,0.0011877442194396025
mfcc_17_mean,0.0010867740169950295
mfcc_19_mean,0.0010749544436307844
mfcc_12_max,0.0009244858214933427
prosody_f3_mean,0.0008096523249456178
spectral_flux_kurt,0.0007908480594723602
mfcc_11_min,0.0007474737765124179
mfcc_19_max,0.0007342152169756332
prosody_f3_median,0.0005343664483147839
mfcc_05_mean,0.0005155756539784082
prosody_f0_slope_abs_mean,0.00046635070681120487
mfcc_17_max,0.00043507898454242457
mfcc_12_min,0.0004222683761099868
prosody_shimmer_apq5,0.00042193983379408746
mfcc_13_max,0.00034015756641430977
mfcc_15_mean,0.0001218069184534992
prosody_f1_mean,2.421762349368329e-05
chroma_07_mean,2.3221900563401097e-05
