,speaker_eta2,emotion_eta2,family
mfcc_17_kurt,0.0781416889832872,0.06280325015211954,mfcc
mfcc_18_mean,0.32223301130523124,0.004883435993759201,mfcc
mfcc_18_std,0.1755262064901654,0.17162076535204773,mfcc
mfcc_18_min,0.18432927286286077,0.11430275801900108,mfcc
mfcc_18_max,0.1613659729919451,0.08897915283023416,mfcc
mfcc_18_median,0.4009883199316813,0.0068336488273483655,mfcc
mfcc_18_iqr,0.12761012694696575,0.12071843710716314,mfcc
mfcc_18_skew,0.07578083191174827,0.0061763259410921485,mfcc
mfcc_18_kurt,0.07672954903202184,0.05379684675331776,mfcc
mfcc_19_mean,0.3509947173561072,0.000995637465356788,mfcc
mfcc_19_std,0.21012438184674959,0.16890063188762786,mfcc
mfcc_19_min,0.26566464162170056,0.09019334203946637,mfcc
mfcc_19_max,0.12101049326167003,0.11132121410221854,mfcc
mfcc_19_median,0.460455437430689,0.003611407169461443,mfcc
mfcc_19_iqr,0.1651094989064868,0.12601185928848227,mfcc
mfcc_19_skew,0.06493215182583832,0.010054092714402501,mfcc
mfcc_19_kurt,0.09644577142347692,0.054702774482635746,mfcc
mfcc_d1_00_mean,0.02687592189470517,0.0012907096465386886,mfcc
mfcc_d1_00_std,0.16017016489690325,0.4452911803946833,mfcc
mfcc_d2_00_mean,0.07154097613442889,0.011295512326734109,mfcc
mfcc_d2_00_std,0.19700312685880741,0.37405183899082584,mfcc
mfcc_d1_01_mean,0.02536451622045284,0.010879942116292913,mfcc
mfcc_d1_01_std,0.17119878152002072,0.07735980689414632,mfcc
mfcc_d2_01_mean,0.0403124018146897,0.025072721399010206,mfcc
mfcc_d2_01_std,0.2066614094724793,0.13156178796850096,mfcc
mfcc_d1_02_mean,0.019084089572090093,0.0003525323404153215,mfcc
mfcc_d1_02_std,0.21147825210071666,0.2686005280650526,mfcc
mfcc_d2_02_mean,0.08571183700180414,0.006272615368441517,mfcc
mfcc_d2_02_std,0.20546638415584664,0.19785458824027571,mfcc
mfcc_d1_03_mean,0.015624681989698883,0.0010177579266915312,mfcc
mfcc_d1_03_std,0.1391835578438941,0.20697338189367656,mfcc
mfcc_d2_03_mean,0.05420654513850021,0.004628565796608127,mfcc
mfcc_d2_03_std,0.13904290560943422,0.16052706361741906,mfcc
mfcc_d1_04_mean,0.016416010918206127,0.0013844251932493715,mfcc
mfcc_d1_04_std,0.1383160299800075,0.2300860348414606,mfcc
mfcc_d2_04_mean,0.04368974047512709,0.000900674371170746,mfcc
mfcc_d2_04_std,0.14415866026050125,0.21025061496748182,mfcc
mfcc_d1_05_mean,0.015712849160387503,0.00036233333961059534,mfcc
mfcc_d1_05_std,0.15777837881464776,0.1954467015046661,mfcc
mfcc_d2_05_mean,0.037779777784607546,0.0004818822182598918,mfcc
mfcc_d2_05_std,0.1390980080698096,0.15902344423446516,mfcc
mfcc_d1_06_mean,0.01975628158434792,0.0004457793280936781,mfcc
mfcc_d1_06_std,0.13401629824728808,0.1588255510851127,mfcc
mfcc_d2_06_mean,0.024485470238132436,0.0004987216724305251,mfcc
mfcc_d2_06_std,0.11614021090470038,0.12170828448453506,mfcc
mfcc_d1_07_mean,0.01784683451645615,0.000768940801088026,mfcc
mfcc_d1_07_std,0.19299741194481065,0.13853821241517472,mfcc
mfcc_d2_07_mean,0.03934891638156391,0.0014985426920056672,mfcc
mfcc_d2_07_std,0.1375585243044495,0.11411220581146386,mfcc
mfcc_d1_08_mean,0.01409275670761059,0.0015893349869908725,mfcc
mfcc_d1_08_std,0.11648447299813425,0.14881739776715303,mfcc
mfcc_d2_08_mean,0.01405577292551251,0.00023707514813088647,mfcc
mfcc_d2_08_std,0.09920966067064144,0.12477658187640397,mfcc
mfcc_d1_09_mean,0.016135282214407715,0.0004322915210538734,mfcc
mfcc_d1_09_std,0.10327567016928761,0.1428066613234846,mfcc
mfcc_d2_09_mean,0.01647674855559337,0.0006472149387921228,mfcc
mfcc_d2_09_std,0.09591185807022169,0.11695440918975836,mfcc
mfcc_d1_10_mean,0.015879825708608596,0.0027086514971927243,mfcc
mfcc_d1_10_std,0.11038998959191036,0.1333493565008042,mfcc
mfcc_d2_10_mean,0.01636597303513812,0.0007730950728810202,mfcc
mfcc_d2_10_std,0.10542370389173711,0.11257889848998627,mfcc
mfcc_d1_11_mean,0.013669188989184811,0.003562206418577893,mfcc
mfcc_d1_11_std,0.13310269797945068,0.1295816117334844,mfcc
mfcc_d2_11_mean,0.016210412637075924,0.0009315151550880864,mfcc
mfcc_d2_11_std,0.11370128325111077,0.09877144996892241,mfcc
mfcc_d1_12_mean,0.01443265285139509,0.000943670781907605,mfcc
mfcc_d1_12_std,0.12530178738370118,0.1175865379635802,mfcc
mfcc_d2_12_mean,0.02080163225864882,0.00041516477645382754,mfcc
