feature,family,anova_F,anova_p,mutual_info
mfcc_12_max,mfcc,27.953460337037104,3.7321472895870857e-28,0.018827616668248393
mfcc_17_median,mfcc,26.717647602677236,7.261200383443086e-27,0.002203387912506294
mfcc_13_median,mfcc,26.6468699417168,8.606525048915332e-27,0.022947635332784433
mfcc_13_mean,mfcc,26.320537835779074,1.8843956235565554e-26,0.031677558297040775
prosody_intensity_max,prosody,25.587004093240886,1.096777310044109e-25,0.013986525536716865
spectral_band_4000_5000_std,spectral,25.19257805506039,2.8273500691935247e-25,0.013608923485047164
spectral_contrast_0_mean,spectral,25.10618082149921,3.4790338028514624e-25,0.043908911109230786
spectral_slope_kurt,spectral,25.041032448617194,4.068008738758624e-25,0.008397403729959674
spectral_entropy_skew,spectral,24.747358767694944,8.232805513760576e-25,0.012240623746635482
spectral_flatness_kurt,spectral,23.946335195390127,5.629859823947262e-24,0.02205670475372168
mfcc_11_mean,mfcc,23.627507766294503,1.2099324629223927e-23,0.015769179225605612
mfcc_14_mean,mfcc,23.06155700514062,4.703868595286976e-23,0.0213681409732267
prosody_f4_std,prosody,22.503128222025662,1.7954058518342274e-22,0.013288410213943447
mfcc_02_max,mfcc,22.379296076705188,2.416211796202089e-22,0.0031112149684302537
mfcc_08_max,mfcc,22.375040418404353,2.4409965268526685e-22,0.012647313452200937
spectral_slope_max,spectral,21.94477494212617,6.848970550233558e-22,0.11346057696027856
mfcc_12_kurt,mfcc,21.70660391515692,1.2122678388433948e-21,0.009235782587182939
mfcc_06_kurt,mfcc,21.31561680025487,3.0945673841033076e-21,0.009860739977534116
prosody_f1_std,prosody,21.186345593328596,4.218360700085654e-21,0.0
mfcc_14_median,mfcc,21.117979719941108,4.969279066618929e-21,0.016097003938769117
spectral_flux_skew,spectral,20.760605299264114,1.1699461598782187e-20,0.013390676690425263
spectral_rms_max,spectral,20.137572816009232,5.202867552578637e-20,0.0037689726146132863
prosody_f2_std,prosody,19.547241377490934,2.1379930261258776e-19,0.015209405859446523
mfcc_11_median,mfcc,19.266814314166503,4.182668644364236e-19,0.018815096217908778
spectral_flatness_skew,spectral,18.95712939544185,8.774438402567124e-19,0.006457681119713676
prosody_f0_kurt,prosody,18.63463338076334,1.8975421876262538e-18,0.00044797848058442113
mfcc_16_median,mfcc,18.61201788137725,2.0029849429621314e-18,0.027901148823696875
spectral_rms_kurt,spectral,18.36770723048023,3.592186384241023e-18,0.008621548061547912
mfcc_17_skew,mfcc,18.04699692842643,7.731551276083226e-18,0.05033707886813321
mfcc_07_max,mfcc,17.46171678009759,3.129560762035881e-17,0.0
prosody_shimmer_apq11,prosody,17.271262289572917,4.931514870304171e-17,0.018791790116724716
mfcc_10_max,mfcc,17.13505590626314,6.826417622470144e-17,0.011356562200781628
spectral_rms_skew,spectral,17.08578444843264,7.678366761958152e-17,0.01141443415532084
mfcc_d2_00_mean,mfcc,16.988318591919388,9.689340042330412e-17,0.0
mfcc_d1_01_mean,mfcc,16.35643094888054,4.3743812215287306e-16,0.02781512912193085
prosody_f3_std,prosody,16.291240466368063,5.109957924487854e-16,0.0010789523045167115
mfcc_11_kurt,mfcc,16.27060280325611,5.367658901663766e-16,0.017046769641239745
mfcc_11_skew,mfcc,16.111035135717678,7.851861980687177e-16,0.01100163966372758
prosody_f3_median,prosody,15.107335619322305,8.57031908250431e-15,0.010672060710115616
mfcc_19_skew,mfcc,15.102275544842856,8.67411775385081e-15,0.032754008819630975
mfcc_01_skew,mfcc,14.816420240252523,1.7119895137241698e-14,0.02783626089407809
mfcc_13_skew,mfcc,14.320005533026931,5.570105569932052e-14,0.019248514360844293
mfcc_16_mean,mfcc,14.250958541005739,6.562737851089155e-14,0.02053584724369628
mfcc_05_skew,mfcc,14.048160360789723,1.0621993965883722e-13,0.006353535176048197
mfcc_14_skew,mfcc,13.666030501363592,2.6301388194251443e-13,0.04552342183496716
spectral_slope_skew,spectral,13.117395186637477,9.6530858259249e-13,0.01172744235555534
spectral_bandwidth_min,spectral,12.40075083980078,5.2598600897626445e-12,0.00274372262790612
mfcc_08_skew,mfcc,12.132425083470542,9.913895662329862e-12,0.005109632576754564
mfcc_04_max,mfcc,11.237567536639544,8.173416035044611e-11,0.007685926307475555
mfcc_17_mean,mfcc,10.751085607747518,2.56524361764757e-10,0.017925494307068135
mfcc_18_median,mfcc,10.231554657754863,8.677928266943103e-10,0.02509324186413764
spectral_flux_kurt,spectral,10.224396085341192,8.82469923673017e-10,0.023475686721804667
mfcc_04_skew,mfcc,9.598714858294423,3.813182878616965e-09,0.009169819243358912
mfcc_d2_02_mean,mfcc,9.386255422889896,6.260534558683974e-09,0.012984062687316555
prosody_f2_mean,prosody,9.377716216548814,6.3864587733382904e-09,0.008745846285910464
mfcc_18_skew,mfcc,9.241273793463334,8.777913718762159e-09,0.04938639510974063
mfcc_07_skew,mfcc,8.731300061108868,2.8748335707220304e-08,0.0
mfcc_05_max,mfcc,8.667263269714175,3.3356691987644185e-08,0.018744751642473467
mfcc_06_skew,mfcc,8.46029879990521,5.390982418145497e-08,0.01014194651807232
mfcc_16_skew,mfcc,7.9444069747659345,1.7778860781350104e-07,0.04736487153566138
mfcc_15_skew,mfcc,7.730947040109893,2.908577683050237e-07,0.054858421206013475
spectral_rolloff85_min,spectral,7.3887333475076264,6.390383514545824e-07,0.0
mfcc_18_mean,mfcc,7.297305245814908,7.882491390383994e-07,0.02708109231519762
mfcc_d2_03_mean,mfcc,6.91468240201693,1.8928347076459743e-06,0.0
spectral_centroid_min,spectral,5.8835168562626645,1.9656964357388123e-05,0.005326844485614046
spectral_zcr_min,spectral,5.390850270472123,5.9366168698527174e-05,0.005459078988813815
mfcc_19_median,mfcc,5.389626597122711,5.9528643654841635e-05,0.005983467706314194
mfcc_d1_11_mean,mfcc,5.315937410790807,7.017023323860001e-05,0.005758825464472039
prosody_f2_median,prosody,5.236850593841167,8.369441120367213e-05,0.009995393400309638
mfcc_d1_10_mean,mfcc,4.038704218553893,0.0011610629290283191,0.00019012375255478275
mfcc_d1_15_mean,mfcc,3.6605064141006114,0.0026110487491768698,0.0168001058624645
mfcc_10_kurt,mfcc,3.6353772893630842,0.0027543394165189957,0.006729619583326407
mfcc_08_kurt,mfcc,3.4839206700900496,0.0037960583962519234,0.020851918554869897
spectral_rolloff95_min,spectral,2.982910528848857,0.010786639136298402,0.004432173526666361
mfcc_d1_08_mean,mfcc,2.367103245661574,0.037214938173015216,0.009047526357935709
mfcc_d2_07_mean,mfcc,2.231677246641289,0.048443110188396,0.0
mfcc_d1_04_mean,mfcc,2.0614942469330106,0.067106243249908,0.006474109468310729
mfcc_d1_00_mean,mfcc,1.9217656859122416,0.0872472786109532,0.0
mfcc_d1_13_mean,mfcc,1.530586910603538,0.1765757388104023,0.00046112528228858807
mfcc_d1_03_mean,mfcc,1.5149478872110587,0.18142874776020113,0.018706764861171177
mfcc_19_mean,mfcc,1.481988434193882,0.19203836270579164,0.007488050166282623
mfcc_d2_18_mean,mfcc,1.4444874137463182,0.20475899593259975,0.0
mfcc_d2_14_mean,mfcc,1.432086647859711,0.20912172601552473,0.005411020572698266
mfcc_d1_12_mean,mfcc,1.4045638986090505,0.21908904676639573,0.0011392176026814305
mfcc_d2_11_mean,mfcc,1.3864545390309333,0.22586514428520096,0.0
mfcc_d2_04_mean,mfcc,1.3405101530701764,0.24385321674507632,0.0
mfcc_d1_17_mean,mfcc,1.334846347113058,0.24615137643638235,0.023788906796001985
mfcc_d1_14_mean,mfcc,1.2909401617363974,0.26458248940815665,0.008655291444229274
mfcc_d2_13_mean,mfcc,1.160071168731257,0.3262440381252621,0.019165122865645756
mfcc_d2_10_mean,mfcc,1.1504818051891068,0.33117089947394834,0.0008874961825506844
mfcc_d1_07_mean,mfcc,1.1442948662290133,0.33437980089721087,0.006167190912266474
mfcc_d2_09_mean,mfcc,0.9630319026177889,0.43892681454033855,0.0
mfcc_d1_16_mean,mfcc,0.8091627438791209,0.5428796638470287,0.002055570547656149
mfcc_d2_17_mean,mfcc,0.7794863186495993,0.5643101990349297,0.0037328899718693798
mfcc_d2_19_mean,mfcc,0.7762204908057315,0.5666918699019281,0.01437543542743791
mfcc_d2_06_mean,mfcc,0.7419691630060468,0.5919257673004255,0.004220893346313037
mfcc_d2_05_mean,mfcc,0.7169043219973883,0.6106599727989548,0.024509533759390578
mfcc_09_kurt,mfcc,0.6727579664774277,0.6441030960359918,0.0
mfcc_d1_06_mean,mfcc,0.6631694881241265,0.6514271104224669,0.007614258582155475
mfcc_d1_09_mean,mfcc,0.6430954965374897,0.6668119328745015,0.00037134612328904026
mfcc_d2_12_mean,mfcc,0.6176064310227182,0.6864187085863831,0.011375234149922697
mfcc_d1_18_mean,mfcc,0.5629864006356451,0.7284863089769575,0.0
mfcc_d1_05_mean,mfcc,0.5389849682244907,0.7468861026019287,0.005662590047003313
mfcc_d1_02_mean,mfcc,0.5244004583184603,0.7580093786184405,0.007277838592762098
mfcc_d2_08_mean,mfcc,0.35261434136784425,0.8808410417600578,0.004107275338727678
mfcc_d1_19_mean,mfcc,0.3498395372687887,0.882625450873979,0.002270049339105018
mfcc_d2_15_mean,mfcc,0.16193178238294934,0.9764054740791632,0.007789491973377416
mfcc_d2_16_mean,mfcc,0.07183711331207987,0.9963780867736669,0.013633802443973941
